55,BXIZZB002V010001,It is mainly a matter of fate whether or not I am having few friends or many friends.,-5,3,0,2,-4,0,3,2,-2,5,2,4,-3,-5,-4,0,-5,2,0,-5,-3,-5,1,-4,3,2,-5,1,4,-2,-4,4,-4,-4,2,-5,-2,0,-4,-5,-2,3,-3,-5,4,-4,1,-5,-5,-3,4,-3,5,4,0,-5,1,2,-5,-4,3,2,0,3,4,-5,-1,3,4,3,0,3,5,-1,3,3,0,0,0,3,0,-4,5,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,3,3,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-3,-3,-5,-5,4,4,-5,-5,-5,-5,3,3,5,5,-5,-5,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-1,-4,-4,-5,-5,5,5,3,3,2,2,5,5,-5,-5,5,5,0,0,-5,-5,0,0,4,4,-5,-5,5,5,5,5,-3,-3,5,5,-5,-5,5,5,-5,-5,4,4,4,4,-3,-3,5,5,-5,-5,-5,-5,-5,-5
56,BXIZZB002V010002,"When my way of running the business is not successful, I experiment with different ways of running the business.",5,4,4,4,4,1,4,4,4,5,-1,4,5,5,5,2,-5,1,5,0,4,5,4,5,4,3,5,2,5,5,4,5,4,5,5,3,4,5,5,4,3,5,5,5,5,5,3,5,5,3,4,3,5,4,5,5,4,4,3,5,4,5,5,5,5,5,2,4,4,3,0,2,2,1,4,2,2,2,0,2,5,4,4,1,3,5,4,4,4,4,0,0,5,5,5,5,3,3,5,5,-1,-1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,5,5,5,5,5,5,5,5,3,3,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
57,BXIZZB002V010003,Working hard is something I like doing very much.,5,5,4,5,3,2,5,4,3,5,2,4,5,5,2,1,5,2,2,0,3,5,-2,5,4,4,5,3,5,2,5,4,5,5,5,4,5,5,4,3,4,3,3,5,3,3,2,5,3,3,4,0,5,4,5,5,5,5,5,5,4,4,5,4,5,5,1,4,4,3,4,3,5,1,3,4,1,3,0,3,4,4,1,3,4,3,4,4,3,3,4,4,2,2,5,5,5,5,5,5,-4,-4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,-1,-1,4,4,5,5,4,4,4,4,5,5,3,3,5,5,5,5,5,5,2,2,4,4,5,5,5,5,5,5,3,3,5,5,-2,-2,5,5,-3,-3,-2,-2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-5,-5,5,5,4,4,3,3,5,5,5,5,-3,-3,-5,-5
58,BXIZZB002V010004,It is usually easy for me to stick to my aims and accomplish my goals.,5,3,4,4,5,1,2,2,3,5,1,3,5,5,4,4,-5,1,5,5,4,5,3,5,4,3,5,4,5,5,4,5,5,5,4,4,4,5,4,4,2,4,4,4,4,3,0,4,3,3,2,-4,4,4,2,0,3,3,4,-4,4,3,5,2,5,5,1,3,3,3,0,3,5,1,3,3,1,3,0,1,3,3,4,0,3,4,4,4,-2,-2,4,4,2,2,4,4,3,3,5,5,5,5,4,4,4,4,5,5,-3,-3,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,-1,-1,3,3,5,5,3,3,-5,-5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,3,5,5,5,5,-3,-3,-3,-3,0,0,5,5,0,0,0,0,-3,-3,3,3,5,5,5,5,5,5,3,3,-5,-5,5,5,5,5,5,5,-2,-2,4,4,2,2,5,5,5,5,-5,-5,5,5
59,BXIZZB002V010005,I accomplish a lot at work because I love my job.,5,5,5,5,5,3,5,4,3,5,1,5,0,4,5,3,4,3,3,5,5,5,3,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,5,4,5,5,5,4,5,5,4,5,5,3,4,0,3,0,4,5,1,3,3,3,3,0,3,3,5,4,2,3,4,5,5,3,3,5,5,5,5,5,5,4,4,5,5,1,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5
60,BXIZZB002V010006,"When I get what I want, it is usually because I worked hard for it.",5,4,4,5,5,3,5,4,4,5,3,4,5,5,4,2,5,4,2,0,4,5,3,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,4,4,5,5,5,5,-3,5,4,4,5,5,3,5,3,4,5,5,5,5,5,2,3,5,3,0,3,5,1,3,4,3,2,0,4,4,3,5,1,0,4,3,3,3,3,4,4,1,1,4,4,3,3,5,5,5,5,4,4,4,4,-5,-5,-5,-5,4,4,-5,-5,0,0,5,5,5,5,5,5,4,4,2,2,4,4,-3,-3,4,4,5,5,5,5,4,4,4,4,3,3,4,4,5,5,2,2,1,1,-4,-4,-5,-5,5,5,1,1,5,5,-3,-3,5,5,-1,-1,-3,-3,3,3,5,5,4,4,5,5,-5,-5,4,4,-5,-5,-5,-5,5,5,5,5,3,3,5,5,-1,-1,5,5,-2,-2,5,5,5,5
61,BXIZZB002V010007,While working I set for myself very high standards,5,4,3,4,3,3,4,0,3,5,3,4,5,5,4,3,4,4,0,0,4,5,3,5,5,4,5,4,5,5,3,4,4,5,3,4,4,4,0,4,3,4,3,4,3,4,4,3,4,4,3,4,5,-1,3,-5,5,5,4,5,3,4,-5,5,5,4,1,3,3,1,0,0,3,1,3,3,0,2,0,1,3,4,0,2,5,5,1,1,4,4,4,4,5,5,3,3,4,4,5,5,4,4,4,4,4,4,3,3,3,3,4,4,5,5,0,0,5,5,5,5,5,5,5,5,0,0,4,4,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,1,5,5,-3,-3,5,5,5,5
62,BXIZZB002V010008,I am confident that I could deal efficiently with unexpected events.,5,4,4,5,3,3,4,3,4,5,2,5,4,5,3,3,-5,1,0,5,4,5,1,5,3,4,4,4,4,5,5,5,4,5,5,4,5,5,4,5,3,4,4,4,3,5,4,4,5,4,4,-3,3,4,5,5,4,5,5,5,4,4,4,5,5,5,2,3,4,-2,5,0,4,-1,4,5,2,3,0,3,1,3,4,3,5,3,1,1,2,2,3,3,5,5,5,5,3,3,3,3,5,5,4,4,-4,-4,0,0,2,2,5,5,5,5,2,2,5,5,3,3,5,5,5,5,2,2,2,2,5,5,5,5,3,3,3,3,0,0,4,4,4,4,3,3,5,5,3,3,4,4,4,4,4,4,4,4,5,5,5,5,-3,-3,5,5,-3,-3,-3,-3,0,0,3,3,4,4,5,5,5,5,4,4,5,5,-5,-5,5,5,-5,-5,-2,-2,4,4,1,1,5,5,5,5,5,5,-5,-5
63,BXIZZB002V010009,I closely monitor the areas of my capability where I need more practice.,5,5,4,5,5,1,4,3,3,5,4,4,5,5,4,3,5,1,3,4,4,5,-2,4,5,4,5,4,5,5,4,5,5,5,4,4,5,3,5,4,5,5,3,5,5,5,3,5,4,4,2,4,5,4,4,5,4,3,5,5,3,4,5,5,5,5,4,5,5,2,4,-1,4,1,3,0,2,3,0,2,4,3,-4,-1,2,4,3,3,2,2,5,5,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,0,0,3,3,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,2,2,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
64,BXIZZB002V010010,I seek an active role of leadership in the groups that I am part of.,5,5,4,5,4,2,4,4,4,5,1,5,5,5,5,2,5,3,3,5,4,5,2,2,4,3,5,4,5,5,4,5,5,5,5,4,5,5,4,5,-3,5,5,5,4,5,3,5,5,5,5,4,5,4,5,5,3,5,4,5,4,4,5,5,5,5,2,3,0,2,0,3,5,-1,3,5,2,3,0,3,3,4,3,2,4,4,3,3,3,3,4,4,4,4,5,5,4,4,5,5,5,5,4,4,5,5,3,3,3,3,5,5,-5,-5,-4,-4,4,4,5,5,5,5,4,4,3,3,1,1,3,3,4,4,2,2,5,5,5,5,4,4,5,5,5,5,-5,-5,3,3,5,5,4,4,5,5,5,5,1,1,-1,-1,5,5,5,5,3,3,-1,-1,4,4,5,5,5,5,5,5,5,5,4,4,-5,-5,-5,-5,5,5,5,5,4,4,5,5,-1,-1,0,0,-5,-5,4,4,5,5
